,Date_Time,Location,Model,Label,Actual,Predict,Score
251,2023-04-11 06:00:00,COR,MLP,Max_PM25_EWMA,7.0,17.33,9.65
252,2023-03-11 06:00:00,COR,SVM,Min_PM25_EWMA,16.0,13.66,4.72
253,2023-03-11 18:00:00,COR,SVM,Min_PM25_EWMA,16.0,10.06,4.72
254,2023-03-12 06:00:00,COR,SVM,Min_PM25_EWMA,6.0,13.18,4.72
255,2023-03-12 18:00:00,COR,SVM,Min_PM25_EWMA,11.0,12.01,4.72
256,2023-03-13 06:00:00,COR,SVM,Min_PM25_EWMA,10.0,10.11,4.72
257,2023-03-13 18:00:00,COR,SVM,Min_PM25_EWMA,12.0,7.81,4.72
258,2023-03-14 06:00:00,COR,SVM,Min_PM25_EWMA,12.0,9.65,4.72
259,2023-03-14 18:00:00,COR,SVM,Min_PM25_EWMA,14.0,8.04,4.72
260,2023-03-15 06:00:00,COR,SVM,Min_PM25_EWMA,11.0,6.97,4.72
261,2023-03-15 18:00:00,COR,SVM,Min_PM25_EWMA,9.0,8.47,4.72
262,2023-03-16 06:00:00,COR,SVM,Min_PM25_EWMA,5.0,14.89,4.72
263,2023-03-16 18:00:00,COR,SVM,Min_PM25_EWMA,7.0,8.73,4.72
264,2023-03-17 06:00:00,COR,SVM,Min_PM25_EWMA,7.0,7.75,4.72
265,2023-03-17 18:00:00,COR,SVM,Min_PM25_EWMA,10.0,7.85,4.72
266,2023-03-18 06:00:00,COR,SVM,Min_PM25_EWMA,6.0,7.0,4.72
267,2023-03-18 18:00:00,COR,SVM,Min_PM25_EWMA,10.0,6.93,4.72
268,2023-03-19 06:00:00,COR,SVM,Min_PM25_EWMA,7.0,6.11,4.72
269,2023-03-19 18:00:00,COR,SVM,Min_PM25_EWMA,3.0,5.86,4.72
270,2023-03-20 06:00:00,COR,SVM,Min_PM25_EWMA,3.0,7.48,4.72
271,2023-03-20 18:00:00,COR,SVM,Min_PM25_EWMA,11.0,7.58,4.72
272,2023-03-21 06:00:00,COR,SVM,Min_PM25_EWMA,9.0,7.31,4.72
273,2023-03-21 18:00:00,COR,SVM,Min_PM25_EWMA,3.0,10.22,4.72
274,2023-03-22 06:00:00,COR,SVM,Min_PM25_EWMA,12.0,10.07,4.72
275,2023-03-22 18:00:00,COR,SVM,Min_PM25_EWMA,10.0,9.3,4.72
276,2023-03-23 06:00:00,COR,SVM,Min_PM25_EWMA,14.0,10.52,4.72
277,2023-03-23 18:00:00,COR,SVM,Min_PM25_EWMA,16.0,11.38,4.72
278,2023-03-24 06:00:00,COR,SVM,Min_PM25_EWMA,13.0,11.4,4.72
279,2023-03-24 18:00:00,COR,SVM,Min_PM25_EWMA,10.0,12.61,4.72
280,2023-03-25 06:00:00,COR,SVM,Min_PM25_EWMA,11.0,11.57,4.72
281,2023-03-25 18:00:00,COR,SVM,Min_PM25_EWMA,14.0,12.37,4.72
282,2023-03-26 06:00:00,COR,SVM,Min_PM25_EWMA,19.0,8.89,4.72
283,2023-03-26 18:00:00,COR,SVM,Min_PM25_EWMA,21.0,13.95,4.72
284,2023-03-27 06:00:00,COR,SVM,Min_PM25_EWMA,9.0,10.22,4.72
285,2023-03-27 18:00:00,COR,SVM,Min_PM25_EWMA,9.0,15.3,4.72
286,2023-03-28 06:00:00,COR,SVM,Min_PM25_EWMA,27.0,11.66,4.72
287,2023-03-28 18:00:00,COR,SVM,Min_PM25_EWMA,21.0,10.67,4.72
288,2023-03-29 06:00:00,COR,SVM,Min_PM25_EWMA,19.0,13.67,4.72
289,2023-03-29 18:00:00,COR,SVM,Min_PM25_EWMA,13.0,11.63,4.72
290,2023-03-30 06:00:00,COR,SVM,Min_PM25_EWMA,18.0,12.54,4.72
291,2023-03-30 18:00:00,COR,SVM,Min_PM25_EWMA,24.0,10.73,4.72
292,2023-03-31 06:00:00,COR,SVM,Min_PM25_EWMA,11.0,15.33,4.72
293,2023-03-31 18:00:00,COR,SVM,Min_PM25_EWMA,21.0,14.87,4.72
294,2023-04-01 06:00:00,COR,SVM,Min_PM25_EWMA,22.0,11.36,4.72
295,2023-04-01 18:00:00,COR,SVM,Min_PM25_EWMA,22.0,10.27,4.72
296,2023-04-02 06:00:00,COR,SVM,Min_PM25_EWMA,18.0,15.69,4.72
297,2023-04-02 18:00:00,COR,SVM,Min_PM25_EWMA,22.0,14.09,4.72
298,2023-04-03 06:00:00,COR,SVM,Min_PM25_EWMA,11.0,13.93,4.72
299,2023-04-03 18:00:00,COR,SVM,Min_PM25_EWMA,16.0,15.92,4.72
300,2023-04-04 06:00:00,COR,SVM,Min_PM25_EWMA,21.0,11.83,4.72
301,2023-04-04 18:00:00,COR,SVM,Min_PM25_EWMA,23.0,14.55,4.72
302,2023-04-05 06:00:00,COR,SVM,Min_PM25_EWMA,25.0,13.93,4.72
303,2023-04-05 18:00:00,COR,SVM,Min_PM25_EWMA,28.0,11.65,4.72
304,2023-04-06 06:00:00,COR,SVM,Min_PM25_EWMA,28.0,17.06,4.72
305,2023-04-06 18:00:00,COR,SVM,Min_PM25_EWMA,9.0,14.6,4.72
306,2023-04-07 06:00:00,COR,SVM,Min_PM25_EWMA,6.0,14.85,4.72
307,2023-04-07 18:00:00,COR,SVM,Min_PM25_EWMA,9.0,9.39,4.72
308,2023-04-08 06:00:00,COR,SVM,Min_PM25_EWMA,6.0,8.76,4.72
309,2023-04-08 18:00:00,COR,SVM,Min_PM25_EWMA,7.0,10.21,4.72
310,2023-04-09 06:00:00,COR,SVM,Min_PM25_EWMA,5.0,8.27,4.72
311,2023-04-09 18:00:00,COR,SVM,Min_PM25_EWMA,5.0,6.01,4.72
312,2023-04-10 06:00:00,COR,SVM,Min_PM25_EWMA,5.0,6.3,4.72
313,2023-04-10 18:00:00,COR,SVM,Min_PM25_EWMA,6.0,6.08,4.72
314,2023-04-11 06:00:00,COR,SVM,Min_PM25_EWMA,3.0,6.32,4.72
315,2023-03-11 06:00:00,COR,SVM,Mean_PM25_EWMA,29.0,21.22,5.87
316,2023-03-11 18:00:00,COR,SVM,Mean_PM25_EWMA,27.0,20.41,5.87
317,2023-03-12 06:00:00,COR,SVM,Mean_PM25_EWMA,17.0,26.5,5.87
318,2023-03-12 18:00:00,COR,SVM,Mean_PM25_EWMA,18.0,22.72,5.87
319,2023-03-13 06:00:00,COR,SVM,Mean_PM25_EWMA,15.0,21.88,5.87
320,2023-03-13 18:00:00,COR,SVM,Mean_PM25_EWMA,19.0,13.63,5.87
321,2023-03-14 06:00:00,COR,SVM,Mean_PM25_EWMA,19.0,16.66,5.87
322,2023-03-14 18:00:00,COR,SVM,Mean_PM25_EWMA,18.0,14.78,5.87
323,2023-03-15 06:00:00,COR,SVM,Mean_PM25_EWMA,52.0,13.15,5.87
324,2023-03-15 18:00:00,COR,SVM,Mean_PM25_EWMA,34.0,14.12,5.87
325,2023-03-16 06:00:00,COR,SVM,Mean_PM25_EWMA,12.0,32.44,5.87
326,2023-03-16 18:00:00,COR,SVM,Mean_PM25_EWMA,10.0,19.72,5.87
327,2023-03-17 06:00:00,COR,SVM,Mean_PM25_EWMA,14.0,14.72,5.87
328,2023-03-17 18:00:00,COR,SVM,Mean_PM25_EWMA,18.0,13.96,5.87
329,2023-03-18 06:00:00,COR,SVM,Mean_PM25_EWMA,16.0,14.47,5.87
330,2023-03-18 18:00:00,COR,SVM,Mean_PM25_EWMA,14.0,12.19,5.87
331,2023-03-19 06:00:00,COR,SVM,Mean_PM25_EWMA,11.0,13.25,5.87
332,2023-03-19 18:00:00,COR,SVM,Mean_PM25_EWMA,7.0,9.62,5.87
333,2023-03-20 06:00:00,COR,SVM,Mean_PM25_EWMA,6.0,13.64,5.87
334,2023-03-20 18:00:00,COR,SVM,Mean_PM25_EWMA,14.0,14.76,5.87
335,2023-03-21 06:00:00,COR,SVM,Mean_PM25_EWMA,17.0,14.44,5.87
336,2023-03-21 18:00:00,COR,SVM,Mean_PM25_EWMA,18.0,19.96,5.87
337,2023-03-22 06:00:00,COR,SVM,Mean_PM25_EWMA,23.0,22.82,5.87
338,2023-03-22 18:00:00,COR,SVM,Mean_PM25_EWMA,18.0,20.24,5.87
339,2023-03-23 06:00:00,COR,SVM,Mean_PM25_EWMA,28.0,21.44,5.87
340,2023-03-23 18:00:00,COR,SVM,Mean_PM25_EWMA,23.0,21.6,5.87
341,2023-03-24 06:00:00,COR,SVM,Mean_PM25_EWMA,24.0,23.52,5.87
342,2023-03-24 18:00:00,COR,SVM,Mean_PM25_EWMA,23.0,25.69,5.87
343,2023-03-25 06:00:00,COR,SVM,Mean_PM25_EWMA,20.0,24.25,5.87
344,2023-03-25 18:00:00,COR,SVM,Mean_PM25_EWMA,28.0,26.67,5.87
345,2023-03-26 06:00:00,COR,SVM,Mean_PM25_EWMA,26.0,19.79,5.87
346,2023-03-26 18:00:00,COR,SVM,Mean_PM25_EWMA,25.0,28.58,5.87
347,2023-03-27 06:00:00,COR,SVM,Mean_PM25_EWMA,31.0,21.73,5.87
348,2023-03-27 18:00:00,COR,SVM,Mean_PM25_EWMA,25.0,25.1,5.87
349,2023-03-28 06:00:00,COR,SVM,Mean_PM25_EWMA,33.0,28.58,5.87
350,2023-03-28 18:00:00,COR,SVM,Mean_PM25_EWMA,29.0,20.29,5.87
351,2023-03-29 06:00:00,COR,SVM,Mean_PM25_EWMA,24.0,24.75,5.87
352,2023-03-29 18:00:00,COR,SVM,Mean_PM25_EWMA,22.0,20.03,5.87
353,2023-03-30 06:00:00,COR,SVM,Mean_PM25_EWMA,28.0,23.13,5.87
354,2023-03-30 18:00:00,COR,SVM,Mean_PM25_EWMA,33.0,20.03,5.87
355,2023-03-31 06:00:00,COR,SVM,Mean_PM25_EWMA,23.0,30.68,5.87
356,2023-03-31 18:00:00,COR,SVM,Mean_PM25_EWMA,26.0,29.3,5.87
357,2023-04-01 06:00:00,COR,SVM,Mean_PM25_EWMA,27.0,23.7,5.87
358,2023-04-01 18:00:00,COR,SVM,Mean_PM25_EWMA,30.0,16.51,5.87
359,2023-04-02 06:00:00,COR,SVM,Mean_PM25_EWMA,24.0,25.03,5.87
360,2023-04-02 18:00:00,COR,SVM,Mean_PM25_EWMA,31.0,25.5,5.87
361,2023-04-03 06:00:00,COR,SVM,Mean_PM25_EWMA,32.0,24.98,5.87
362,2023-04-03 18:00:00,COR,SVM,Mean_PM25_EWMA,30.0,26.91,5.87
363,2023-04-04 06:00:00,COR,SVM,Mean_PM25_EWMA,30.0,24.43,5.87
364,2023-04-04 18:00:00,COR,SVM,Mean_PM25_EWMA,29.0,26.32,5.87
365,2023-04-05 06:00:00,COR,SVM,Mean_PM25_EWMA,39.0,24.44,5.87
366,2023-04-05 18:00:00,COR,SVM,Mean_PM25_EWMA,34.0,20.65,5.87
367,2023-04-06 06:00:00,COR,SVM,Mean_PM25_EWMA,35.0,31.35,5.87
368,2023-04-06 18:00:00,COR,SVM,Mean_PM25_EWMA,27.0,20.13,5.87
369,2023-04-07 06:00:00,COR,SVM,Mean_PM25_EWMA,10.0,23.99,5.87
370,2023-04-07 18:00:00,COR,SVM,Mean_PM25_EWMA,16.0,17.57,5.87
371,2023-04-08 06:00:00,COR,SVM,Mean_PM25_EWMA,11.0,16.23,5.87
372,2023-04-08 18:00:00,COR,SVM,Mean_PM25_EWMA,13.0,17.13,5.87
373,2023-04-09 06:00:00,COR,SVM,Mean_PM25_EWMA,10.0,14.45,5.87
374,2023-04-09 18:00:00,COR,SVM,Mean_PM25_EWMA,11.0,12.44,5.87
375,2023-04-10 06:00:00,COR,SVM,Mean_PM25_EWMA,9.0,13.17,5.87
376,2023-04-10 18:00:00,COR,SVM,Mean_PM25_EWMA,14.0,10.73,5.87
377,2023-04-11 06:00:00,COR,SVM,Mean_PM25_EWMA,5.0,12.56,5.87
378,2023-03-11 06:00:00,EPG,SVM,Max_PM25_EWMA,27.0,29.05,6.33
379,2023-03-11 18:00:00,EPG,SVM,Max_PM25_EWMA,36.0,29.91,6.33
380,2023-03-12 06:00:00,EPG,SVM,Max_PM25_EWMA,26.0,31.68,6.33
381,2023-03-12 18:00:00,EPG,SVM,Max_PM25_EWMA,32.0,33.05,6.33
382,2023-03-13 06:00:00,EPG,SVM,Max_PM25_EWMA,29.0,31.33,6.33
383,2023-03-13 18:00:00,EPG,SVM,Max_PM25_EWMA,29.0,23.02,6.33
384,2023-03-14 06:00:00,EPG,SVM,Max_PM25_EWMA,22.0,29.19,6.33
385,2023-03-14 18:00:00,EPG,SVM,Max_PM25_EWMA,38.0,19.0,6.33
386,2023-03-15 06:00:00,EPG,SVM,Max_PM25_EWMA,19.0,16.54,6.33
387,2023-03-15 18:00:00,EPG,SVM,Max_PM25_EWMA,17.0,24.58,6.33
388,2023-03-16 06:00:00,EPG,SVM,Max_PM25_EWMA,16.0,21.76,6.33
389,2023-03-16 18:00:00,EPG,SVM,Max_PM25_EWMA,29.0,22.4,6.33
390,2023-03-17 06:00:00,EPG,SVM,Max_PM25_EWMA,23.0,21.7,6.33
391,2023-03-17 18:00:00,EPG,SVM,Max_PM25_EWMA,30.0,25.57,6.33
392,2023-03-18 06:00:00,EPG,SVM,Max_PM25_EWMA,28.0,21.22,6.33
393,2023-03-18 18:00:00,EPG,SVM,Max_PM25_EWMA,20.0,17.61,6.33
394,2023-03-19 06:00:00,EPG,SVM,Max_PM25_EWMA,12.0,16.18,6.33
395,2023-03-19 18:00:00,EPG,SVM,Max_PM25_EWMA,15.0,15.17,6.33
396,2023-03-20 06:00:00,EPG,SVM,Max_PM25_EWMA,10.0,18.9,6.33
397,2023-03-20 18:00:00,EPG,SVM,Max_PM25_EWMA,24.0,22.67,6.33
398,2023-03-21 06:00:00,EPG,SVM,Max_PM25_EWMA,23.0,21.82,6.33
399,2023-03-21 18:00:00,EPG,SVM,Max_PM25_EWMA,24.0,31.53,6.33
400,2023-03-22 06:00:00,EPG,SVM,Max_PM25_EWMA,30.0,27.74,6.33
401,2023-03-22 18:00:00,EPG,SVM,Max_PM25_EWMA,21.0,25.55,6.33
402,2023-03-23 06:00:00,EPG,SVM,Max_PM25_EWMA,32.0,29.64,6.33
403,2023-03-23 18:00:00,EPG,SVM,Max_PM25_EWMA,32.0,33.93,6.33
404,2023-03-24 06:00:00,EPG,SVM,Max_PM25_EWMA,24.0,28.73,6.33
405,2023-03-24 18:00:00,EPG,SVM,Max_PM25_EWMA,31.0,38.6,6.33
406,2023-03-25 06:00:00,EPG,SVM,Max_PM25_EWMA,32.0,28.2,6.33
407,2023-03-25 18:00:00,EPG,SVM,Max_PM25_EWMA,36.0,38.89,6.33
408,2023-03-26 06:00:00,EPG,SVM,Max_PM25_EWMA,23.0,28.13,6.33
409,2023-03-26 18:00:00,EPG,SVM,Max_PM25_EWMA,31.0,37.54,6.33
410,2023-03-27 06:00:00,EPG,SVM,Max_PM25_EWMA,34.0,18.78,6.33
411,2023-03-27 18:00:00,EPG,SVM,Max_PM25_EWMA,34.0,38.04,6.33
412,2023-03-28 06:00:00,EPG,SVM,Max_PM25_EWMA,42.0,30.43,6.33
413,2023-03-28 18:00:00,EPG,SVM,Max_PM25_EWMA,40.0,27.83,6.33
414,2023-03-29 06:00:00,EPG,SVM,Max_PM25_EWMA,29.0,30.68,6.33
415,2023-03-29 18:00:00,EPG,SVM,Max_PM25_EWMA,27.0,28.5,6.33
416,2023-03-30 06:00:00,EPG,SVM,Max_PM25_EWMA,23.0,33.38,6.33
417,2023-03-30 18:00:00,EPG,SVM,Max_PM25_EWMA,43.0,25.51,6.33
418,2023-03-31 06:00:00,EPG,SVM,Max_PM25_EWMA,35.0,33.74,6.33
419,2023-03-31 18:00:00,EPG,SVM,Max_PM25_EWMA,32.0,38.54,6.33
420,2023-04-01 06:00:00,EPG,SVM,Max_PM25_EWMA,29.0,32.67,6.33
421,2023-04-01 18:00:00,EPG,SVM,Max_PM25_EWMA,38.0,24.33,6.33
422,2023-04-02 06:00:00,EPG,SVM,Max_PM25_EWMA,59.0,33.55,6.33
423,2023-04-02 18:00:00,EPG,SVM,Max_PM25_EWMA,36.0,37.17,6.33
424,2023-04-03 06:00:00,EPG,SVM,Max_PM25_EWMA,33.0,39.0,6.33
425,2023-04-03 18:00:00,EPG,SVM,Max_PM25_EWMA,42.0,38.81,6.33
426,2023-04-04 06:00:00,EPG,SVM,Max_PM25_EWMA,33.0,26.73,6.33
427,2023-04-04 18:00:00,EPG,SVM,Max_PM25_EWMA,39.0,44.55,6.33
428,2023-04-05 06:00:00,EPG,SVM,Max_PM25_EWMA,42.0,29.78,6.33
429,2023-04-05 18:00:00,EPG,SVM,Max_PM25_EWMA,40.0,31.67,6.33
430,2023-04-06 06:00:00,EPG,SVM,Max_PM25_EWMA,44.0,34.71,6.33
431,2023-04-06 18:00:00,EPG,SVM,Max_PM25_EWMA,60.0,27.0,6.33
432,2023-04-07 06:00:00,EPG,SVM,Max_PM25_EWMA,15.0,26.15,6.33
433,2023-04-07 18:00:00,EPG,SVM,Max_PM25_EWMA,23.0,23.2,6.33
434,2023-04-08 06:00:00,EPG,SVM,Max_PM25_EWMA,18.0,21.49,6.33
435,2023-04-08 18:00:00,EPG,SVM,Max_PM25_EWMA,26.0,25.22,6.33
436,2023-04-09 06:00:00,EPG,SVM,Max_PM25_EWMA,21.0,22.5,6.33
437,2023-04-09 18:00:00,EPG,SVM,Max_PM25_EWMA,21.0,17.95,6.33
438,2023-04-10 06:00:00,EPG,SVM,Max_PM25_EWMA,13.0,18.06,6.33
439,2023-04-10 18:00:00,EPG,SVM,Max_PM25_EWMA,14.0,15.99,6.33
440,2023-04-11 06:00:00,EPG,SVM,Max_PM25_EWMA,8.0,17.85,6.33
441,2023-03-11 06:00:00,EPG,OLS,Min_PM25_EWMA,16.0,9.63,4.05
442,2023-03-11 18:00:00,EPG,OLS,Min_PM25_EWMA,22.0,12.85,4.05
443,2023-03-12 06:00:00,EPG,OLS,Min_PM25_EWMA,12.0,12.96,4.05
444,2023-03-12 18:00:00,EPG,OLS,Min_PM25_EWMA,16.0,13.84,4.05
445,2023-03-13 06:00:00,EPG,OLS,Min_PM25_EWMA,11.0,12.09,4.05
446,2023-03-13 18:00:00,EPG,OLS,Min_PM25_EWMA,14.0,11.41,4.05
447,2023-03-14 06:00:00,EPG,OLS,Min_PM25_EWMA,13.0,11.62,4.05
448,2023-03-14 18:00:00,EPG,OLS,Min_PM25_EWMA,15.0,9.76,4.05
449,2023-03-15 06:00:00,EPG,OLS,Min_PM25_EWMA,11.0,8.94,4.05
450,2023-03-15 18:00:00,EPG,OLS,Min_PM25_EWMA,10.0,11.06,4.05
451,2023-03-16 06:00:00,EPG,OLS,Min_PM25_EWMA,5.0,9.53,4.05
452,2023-03-16 18:00:00,EPG,OLS,Min_PM25_EWMA,9.0,9.69,4.05
453,2023-03-17 06:00:00,EPG,OLS,Min_PM25_EWMA,9.0,8.09,4.05
454,2023-03-17 18:00:00,EPG,OLS,Min_PM25_EWMA,10.0,10.41,4.05
455,2023-03-18 06:00:00,EPG,OLS,Min_PM25_EWMA,11.0,9.65,4.05
456,2023-03-18 18:00:00,EPG,OLS,Min_PM25_EWMA,11.0,8.84,4.05
457,2023-03-19 06:00:00,EPG,OLS,Min_PM25_EWMA,6.0,8.77,4.05
458,2023-03-19 18:00:00,EPG,OLS,Min_PM25_EWMA,4.0,8.79,4.05
459,2023-03-20 06:00:00,EPG,OLS,Min_PM25_EWMA,5.0,8.88,4.05
460,2023-03-20 18:00:00,EPG,OLS,Min_PM25_EWMA,11.0,9.62,4.05
461,2023-03-21 06:00:00,EPG,OLS,Min_PM25_EWMA,3.0,9.14,4.05
462,2023-03-21 18:00:00,EPG,OLS,Min_PM25_EWMA,8.0,12.33,4.05
463,2023-03-22 06:00:00,EPG,OLS,Min_PM25_EWMA,8.0,9.4,4.05
464,2023-03-22 18:00:00,EPG,OLS,Min_PM25_EWMA,14.0,10.53,4.05
465,2023-03-23 06:00:00,EPG,OLS,Min_PM25_EWMA,15.0,9.77,4.05
466,2023-03-23 18:00:00,EPG,OLS,Min_PM25_EWMA,19.0,12.58,4.05
467,2023-03-24 06:00:00,EPG,OLS,Min_PM25_EWMA,9.0,10.54,4.05
468,2023-03-24 18:00:00,EPG,OLS,Min_PM25_EWMA,13.0,14.03,4.05
469,2023-03-25 06:00:00,EPG,OLS,Min_PM25_EWMA,12.0,9.34,4.05
470,2023-03-25 18:00:00,EPG,OLS,Min_PM25_EWMA,18.0,12.84,4.05
471,2023-03-26 06:00:00,EPG,OLS,Min_PM25_EWMA,8.0,9.26,4.05
472,2023-03-26 18:00:00,EPG,OLS,Min_PM25_EWMA,14.0,13.53,4.05
473,2023-03-27 06:00:00,EPG,OLS,Min_PM25_EWMA,15.0,8.01,4.05
474,2023-03-27 18:00:00,EPG,OLS,Min_PM25_EWMA,13.0,12.89,4.05
475,2023-03-28 06:00:00,EPG,OLS,Min_PM25_EWMA,17.0,11.84,4.05
476,2023-03-28 18:00:00,EPG,OLS,Min_PM25_EWMA,22.0,11.77,4.05
477,2023-03-29 06:00:00,EPG,OLS,Min_PM25_EWMA,21.0,12.77,4.05
478,2023-03-29 18:00:00,EPG,OLS,Min_PM25_EWMA,9.0,14.06,4.05
479,2023-03-30 06:00:00,EPG,OLS,Min_PM25_EWMA,13.0,14.23,4.05
480,2023-03-30 18:00:00,EPG,OLS,Min_PM25_EWMA,24.0,9.42,4.05
481,2023-03-31 06:00:00,EPG,OLS,Min_PM25_EWMA,11.0,11.97,4.05
482,2023-03-31 18:00:00,EPG,OLS,Min_PM25_EWMA,21.0,15.97,4.05
483,2023-04-01 06:00:00,EPG,OLS,Min_PM25_EWMA,9.0,12.28,4.05
484,2023-04-01 18:00:00,EPG,OLS,Min_PM25_EWMA,22.0,13.19,4.05
485,2023-04-02 06:00:00,EPG,OLS,Min_PM25_EWMA,9.0,11.88,4.05
486,2023-04-02 18:00:00,EPG,OLS,Min_PM25_EWMA,22.0,16.46,4.05
487,2023-04-03 06:00:00,EPG,OLS,Min_PM25_EWMA,7.0,11.57,4.05
488,2023-04-03 18:00:00,EPG,OLS,Min_PM25_EWMA,23.0,15.8,4.05
489,2023-04-04 06:00:00,EPG,OLS,Min_PM25_EWMA,13.0,8.47,4.05
490,2023-04-04 18:00:00,EPG,OLS,Min_PM25_EWMA,25.0,15.21,4.05
491,2023-04-05 06:00:00,EPG,OLS,Min_PM25_EWMA,16.0,10.03,4.05
492,2023-04-05 18:00:00,EPG,OLS,Min_PM25_EWMA,24.0,15.01,4.05
493,2023-04-06 06:00:00,EPG,OLS,Min_PM25_EWMA,14.0,13.31,4.05
494,2023-04-06 18:00:00,EPG,OLS,Min_PM25_EWMA,9.0,14.39,4.05
495,2023-04-07 06:00:00,EPG,OLS,Min_PM25_EWMA,4.0,11.25,4.05
496,2023-04-07 18:00:00,EPG,OLS,Min_PM25_EWMA,13.0,9.57,4.05
497,2023-04-08 06:00:00,EPG,OLS,Min_PM25_EWMA,5.0,9.57,4.05
498,2023-04-08 18:00:00,EPG,OLS,Min_PM25_EWMA,11.0,12.94,4.05
499,2023-04-09 06:00:00,EPG,OLS,Min_PM25_EWMA,10.0,9.63,4.05
500,2023-04-09 18:00:00,EPG,OLS,Min_PM25_EWMA,4.0,9.12,4.05
501,2023-04-10 06:00:00,EPG,OLS,Min_PM25_EWMA,5.0,9.03,4.05
502,2023-04-10 18:00:00,EPG,OLS,Min_PM25_EWMA,4.0,8.32,4.05
503,2023-04-11 06:00:00,EPG,OLS,Min_PM25_EWMA,4.0,9.12,4.05
